id,province,year,Total Import and Export Value (in ten thousand US dollars),100 US dollars converted to Chinese Yuan,Total Import and Export Value (in ten thousand yuan,GDP,Foreign Direct Investment (in ten thousand US dollars),Number of Green Invention Patent Applications (pieces),Number of Green Utility Model Patent Applications (pieces),Number of Green Patent Applications (pieces),Number of Green Invention Patent Grants (pieces),Number of Green Utility Model Patent Grants (pieces),Number of Green Patent Grants (pieces),Number of Invention Patents Granted,"General Budget Expenditure/10,000 RMB","Education Expenditure/10,000 RMB","Science and Technology Expenditure/10,000 RMB","Total Number of Employed Persons (10,000 persons)",Value Added of the Tertiary Industry (100 million yuan),Consumption Tax (100 million yuan),Resource Tax (100 million yuan),Urban Maintenance and Construction Tax (100 million yuan),Urban Land Use Tax (100 million yuan),Vehicle and Vessel Usage Tax and License Tax (100 million yuan),Vehicle Purchase Tax (100 million yuan),Farmland Occupation Tax (100 million yuan),Pollution Discharge Fee/Environmental Protection Tax (100 million yuan),Tax revenue (in 100 million yuan),Total tax revenue considering pollution discharge fee (in 100 million yuan),Per capita GDP (in yuan),Comprehensive innovation level(TCC),Industrial sulfur dioxide emissions (in tons),Industrial wastewater discharge volume (in ten thousand tons),Industrial smoke and dust emissions (in ten thousand tons) (including PM2.5 emissions),Fixed asset investment (in 100 million yuan),Total energy consumption (in ten thousand tons of standard coal),Urban unit end-of-year employment (in ten thousand people)
15,Shandong,2004,6065822,827.68,50205595.5296,15021.84,870064,240,465,705,93,414,507,9733.0,11893716,2048284,65970,5622.4,4987.91,56.7365,13.5148,54.9266,21.1717,4.9347,0,18.3219,6.9632,1178.8319,1185.7951,14540.38,39.93,1544000,128706,85.6,6970.6201,19624,792.1
15,Shandong,2005,7673587,819.17,62859722.6279,18366.87,897072,382,684,1066,106,444,550,10743.0,14662271,2487484,76471,5689.2,5924.74,60.4541,18.2437,65.9514,29.4438,5.6022,31.9986,31.0785,9.057221,1526.8672,1535.924421,17307.91,37.96,1715000,139071,85.8,9307.3003,24162,891
15,Shandong,2006,9521382,797.18,75902553.0276,21900.19,1000069,550,884,1434,127,636,763,15937.0,18334400,2922839,90544,5756.3,7187.26,68.7316,26.1376,78.4298,35.9719,6.4233,42.8007,39.6537,10.94048,1947.8588,1958.79928,20442.84,37.69,1687000,144365,74.1,11111.4202,26759,897.5777
15,Shandong,2007,12247444,760.4,93129564.176,25776.91,1101159,721,1169,1890,160,968,1128,22821.0,22618495,4533574,464073,5803.6,8680.24,77.9824,28.9858,92.4642,65.9581,7.5274,50.7927,41.3826,11.78279,2396.0091,2407.79189,24328.73,38.59,1583000,166574,64.6,12537.7005,29177,904.6
15,Shandong,2008,15840751,694.51,110015599.7701,30933.28,820246,1048,1548,2596,205,1369,1574,26688.0,27046613,5509929,571333,5815.1,10367.23,82.7817,28.8063,104.1367,103.5689,12.6429,57.3575,63.1975,12.27432,2824.8852,2837.15952,28860.97,37.96,1465501,176977,58.8,15435.9299,30570,901.4
15,Shandong,2009,13905337,683.1,94987357.047,33896.65,801007,1349,2172,3521,305,1577,1882,34513.0,32676716,6134864,628783,5844.7,11768.18,222.0683,32.8077,109.0776,120.8817,17.6905,77.0678,101.086,13.67259125,3025.9765,3039.64909125,31281.62,40.41,1366150,182673,52.3,19034.5291,32420,922.2588
15,Shandong,2010,18915629,676.95,128049350.5155,39169.92,916833,1590,2864,4454,411,2585,2996,51490.0,41450320,7704472,843643,5940,14343.14,261.2203,33.2924,130.744,137.6902,23.2684,110.6285,81.3079,13.662765,3856.657,3870.319765,35599.21,37.34,1383000,208257,48,23280.5204,34808,956.2
15,Shandong,2011,23588608,645.88,152354101.3504,45361.85,1116022,2086,3342,5428,636,3378,4014,58844.0,50020700,10479000,1086200,5915,17370.89,301.7308,38.36,179.6,158.46,29.72,124.9515,97.37,13.98948,4710.8817,4724.87118,40581,39.04,1628647,187245,61.274,26749.68,37132,1050.4433
15,Shandong,2012,24554432,631.25,154999852,50013.2449,1235267,3446,3913,7359,870,3440,4310,75496.0,59045188,13118009,1249751,5892,19995.81,315.4095,91.11,198.88,211.69,35.86,136.815,153.59,14.7638,5542.7118,5557.4756,44347.61,36.71,1543766,183634,52.5896,31255.9798,38899,1110.1706
15,Shandong,2013,26653153,619.32,165068307.1596,55230.3249,1405315,5181,3873,9054,1187,4567,5754,76976.0,66888000,13996715,1491372,5840,22519.23,323.4979,92.62,217.84,229.16,40.26,159.9785,205.07,15.8321,5994.3969,6010.229,48673.11,37.73,1445348,181179,54.2371,36789.0713,35358,1290.5996
15,Shandong,2014,27692940,614.28,170112191.832,59426.5902,1519511.2,5917,4821,10738,1219,4600,5819,72818.0,71773136,14610483,1470572,5798,25840.12,334.3252,119.57,231.33,264.69,46.65,177.6626,255.42,14.4588,6393.6092,6408.068,51932.94,37.93,1358883,180022,102.4473,42495.5494,36511,1266.3
15,Shandong,2015,24060780,622.84,149860162.152,63002.3325,1630090,7055,6862,13917,1633,6079,7712,98101.0,82500100,16906200,1590500,5773,28537.35,400.3142,103.81,243.71,358.75,53.31,168.8524,251.52,13.5649,6399.2918,6412.8567,56204.93,37.49,1220937,186440,90.2953,48312.4363,39332,1236.7153
15,Shandong,2016,23435585,664.23,155666186.2455,68024.49,1682556,9296,9283,18579,2545,7610,10155,98093.0,87552100,18259900,1670000,5728,31751.69,401.5267,95.18,250.83,393.74,61,156.9868,217.3,15.9254,6495.1714,6511.0968,59239.34,36.29,663871,160580,87.3829,53322.9393,40138,1215.456
15,Shandong,2017,26455096,675.18,178619517.1728,72634.1491,1785731,9969,11277,21246,2529,7979,10508,100522.0,92583984,18899972,1957718,5693,34858.6,466.3232,99.56,261.82,398.18,69.37,190.8986,163.24,21.2579,7386.2005,7407.4584,62993.2,33.77,362859,145686,54.9557,55202.7281,40098,1192.944
15,Shandong,2018,29239707,661.74,193490837.1018,76469.67,2051636,10474,11714,22188,2769,10946,13715,132382.0,101009606,20065026,2327392,5621,37877.43,505.7699,119.75,306.46,396.84,75.85,201.7643,119.29,14.7071,8230.1784,8244.8855,66284.31,33.64,295709,153133,37.0836,57466.0365,40581,1128.9538
15,Shandong,2019,29699553,689.85,204882366.3705,71067.53,1468933,10607,17940,28547,2953,11439,14392,146481.0,107397560,21561355,3057556,5561,37640.17,745.1381,119.98,290.13,337.27,78.1,222.2008,97.25,19.3865,8447.0636,8466.4501,69900.89,33.12,241076,165172.2,46.0197,58359.9197,41390,1072
15,Shandong,2020,32021039,689.76,220868318.6064,73129,1764763,8759,6133,14892,4072,21419,25491,238778.0,112335200,22838400,2986200,5510,39153.05,984.5063,108.27,283.97,299.89,82.3,242.6373,97.67,13.41,8663.9488,8677.3588,71825,33.15,152865,115767,54.9557,58989.8742,42132.9,1015.04
15,Shandong,2021,45362535.1,645.15,292656395.19765,83095.9,2152000,5638,6580,12218,3459,19331,22790,329838.0,117131600,24110900,3723200,5475,43879.71,851.1106,126.15,283.4543,302.53,94.43,241.7704,97.46,11.84,9383.5447,9395.3847,81510,32.86,162587,113283,47.6389,57275.42,44611.1,1014.72
16,Henan,2004,661955.3,827.68,5478871.62704,8553.79,87367,91,224,315,30,145,175,3318.0,8799580,1532898,34715,5587,2652.26,52.934,4.4902,24.6031,5.1925,0.7314,0,2.8458,4.7055,643.9565,648.662,9047.21,24.1,1113000,117328,142.5,3099.3799,13074,695.9
16,Henan,2005,772491.8,819.17,6328021.07806,10587.42,122960,139,292,431,34,202,236,3748.0,11160412,1873208,42928,5662,3181.27,55.1952,8.7137,29.1771,7.2363,0.7626,20.2812,5.3544,6.05789,807.652,813.70989,10977.89,23.3,1471000,123476,156.1,4311.6301,14625,700.6
16,Henan,2006,979456.6,797.18,7808032.12388,12362.79,184526,246,347,593,39,267,306,5242.0,14400878,2331485,55507,5719,3721.44,64.8667,16.5884,35.0236,9.4996,1.1635,27.2668,10.8989,7.33906,1014.0169,1021.35596,12761.42,24.49,1464000,130158,128.9,5904.7102,16232,711.2565
16,Henan,2007,1278513,760.4,9721812.852,15012.46,306162,231,467,698,43,397,440,6998.0,18706135,3661231,252287,5773,4511.97,78.543,21.3059,42.8733,18.2303,1.7043,35.1563,17.1054,7.52893,1309.2584,1316.78733,15811.1,26.07,1410000,134344,105.2,8010.1101,17838,719.2
16,Henan,2008,1747934,694.51,12139576.4234,18018.53,403266,425,720,1145,68,557,625,9133.0,22816093,4440264,304389,5835,5271.06,87.72,24.1049,49.0647,37.2048,3.7829,40.7112,25.3825,8.7791,1525.9796,1534.7587,18879.06,26.8,1280622,133144,81.9,10490.6396,18976,714.4
16,Henan,2009,1347642,683.1,9205742.502,19480.46,479858,470,952,1422,128,735,863,11425.0,29057630,5261356,355160,5949,5700.91,144.7912,24.2302,51.9295,46.2836,6.7674,50.7123,29.6233,9.24592925,1610.0125,1619.25842925,20280.19,28.4,1175969,140325,77,13704.4996,19751,734.7305
16,Henan,2010,1783151,676.95,12071040.6945,23092.36,624669,661,1373,2034,143,1153,1296,16539.0,34161426,6093697,446734,5156,6607.89,175.431,26.0792,61.3481,49.7989,9.7882,80.5384,48.9629,8.476957,1923.0441,1931.521057,23983.72,25.96,1163000,150406,70.1,16585.8605,21438,751.7
16,Henan,2011,3262258,645.88,21070271.9704,26931.03,1008209,898,1377,2275,262,1513,1775,19259.0,42488200,8571400,565900,5129,7991.72,227.1573,26.59,80.22,57.72,12.21,92.9276,61.18,9.28866,2370.5283,2379.81696,27901,27.05,1229200,138654,57.5655,17768.9504,23062,839.0882
16,Henan,2012,5173881,631.25,32660123.8125,29599.31,1211777,979,1669,2648,360,1360,1720,26791.0,50063990,11065094,696392,5110,9157.57,294.2156,34.13,89.77,75.61,16.17,108.2391,78.15,10.439,2872.5909,2883.0299,30497,25.26,1129858,137356,49.2771,21449.9994,23647,881.1826
16,Henan,2013,5995687,619.32,37132488.7284,32191.2999,1345659,1341,1927,3268,390,2085,2475,29482.0,55823139,11715204,800038,5094,10290.49,277.082,37.4,98.57,80.25,20.17,138.244,102.62,9.5414,3276.7316,3286.273,33114,26.21,1102662,130789,54.721,26087.4586,21909,1075.9866
16,Henan,2014,6497221,614.28,39911129.1588,34938.24,1492688,1762,2254,4016,444,2219,2663,33366.0,60286940,12013782,812488,5082,12961.67,306.6785,39.19,106.67,95.9,25,162.0873,125.31,8.1577,3640.6398,3648.7975,35982,24.33,1031667,128048,71.5479,30782.1707,22890,1108.9
16,Henan,2015,7378056,622.84,45953483.9904,37002.16,1608637,2083,3147,5230,563,2832,3395,47766.0,67993500,12710000,832500,5075,14875.23,322.8443,35.35,112.72,102.81,30.06,150.7329,184.74,7.8961,3935.3347,3943.2308,38338,25.9,915002,129809,66.6348,35660.3452,22343,1125.8524
16,Henan,2016,7121310,664.23,47301877.413,40471.79,1699312,3483,4222,7705,810,3357,4167,49145.0,74537400,13437600,961000,5052,16909.76,313.7275,28.07,117.09,104.77,33.51,144.9144,184.34,8.6912,4020.6755,4029.3667,41326,26.44,238963.67,69500,30.73,40415.0893,22323,1144.9919
16,Henan,2017,7763009,675.18,52414284.1662,44552.83,1722428,5011,6375,11386,938,3862,4800,55407.0,82155182,14931106,1379370,5029,19308.02,333.7808,35.57,131.43,116.22,39.63,182.4777,189.15,7.5118,4599.5656,4607.0774,45723,20.5,118338.49,51100,14.2,44496.93,22162,1129.3483
16,Henan,2018,8281363,661.74,54801091.5162,48055.86,1790214,5815,7970,13785,1055,7031,8086,82318.0,92177286,16646670,1556729,4992,21731.65,402.0256,60.29,152.5,126.84,45.56,208.8034,175.73,10.3099,5169.3484,5179.6583,50714,24.91,110803,55444,11.0232,48101.1876,22659,967.3441
16,Henan,2019,8249895,689.85,56911900.6575,54259.2,1872727,4543,9746,14289,892,7379,8271,86247.0,101639304,18107089,2110712,4934,26018.01,385.3646,68.88,158.92,153.83,48.29,218.4462,166.87,10.6662,5373.3574,5384.0236,54356,25.07,103267.51,58681,18.6511,45083.871,22300,968
16,Henan,2020,9726671,689.76,67090685.8896,54997.07,2006476,3638,3161,6799,1277,11308,12585,122809.0,103726700,18825600,2542800,4884,26768.01,368.7036,67.06,156.69,155.12,54.97,228.089,176.38,9.04,5577.3664,5586.4064,54691,27.48,95732.02,56335,26.2789,41534.8662,22752,968.6
16,Henan,2021,12710093,645.15,81999164.9895,58887.41,2107300,2321,2675,4996,1128,9366,10494,158038.0,97842900,17864100,3292500,4840,28934.9337,442.372,77.96,175.7305,135.61,57.94,190.6557,162.07,7.93,5612.7234,5620.6534,58587,28.51,87005,55813,23.5821,42913.5191,23501,971.3
17,Hubei,2004,676580.9,827.68,5599924.79312,5633.24,207126,184,229,413,101,159,260,3280.0,6462888,1045080,21229,3507,2295.16,53.2389,2.3839,20.8537,4.5121,1.1556,0,3.631,2.324,527.8379,530.1619,9745.73,27.74,608000,97451,61.7,2264.8101,9120,509.9
17,Hubei,2005,905475.2,819.17,7417381.19584,6590.19,218475,195,237,432,113,176,289,3860.0,7787159,1188461,25760,3537,2628,69.5656,3.2889,24.0276,5.0634,1.1076,13.1351,3.2745,2.8041,689.1623,691.9664,11342.32,26.92,626000,92432,60.4,2676.5799,10082,511.8
17,Hubei,2006,1176219,797.18,9376582.6242,7617.47,244853,299,357,656,130,249,379,4734.0,10470041,1454723,29183,3564,3075.83,91.0077,4.2462,30.1641,5.1164,1.2977,15.5366,3.3905,3.35322,845.1585,848.51172,13210.21,27.56,654000,91146,59.5,3343.4699,11049,520.2561
17,Hubei,2007,1486895,760.4,11306349.58,9333.4,276622,402,442,844,122,389,511,6616.0,12773257,2171988,187641,3584,3886,109.3284,4.555,35.6182,9.9165,1.9144,20.1792,3.8516,3.76679,1042.0632,1045.82999,16593.03,29.39,603000,91001,48.6,4330.36,12143,466.5
17,Hubei,2008,2070567,694.51,14380294.8717,11328.89,324481,562,641,1203,183,518,701,8374.0,16502763,2841940,230584,3607,4586.77,132.8715,5.3551,41.5662,15.0005,2.8665,26.0713,7.0319,3.8163,1266.3316,1270.1479,20153.3,29.6,562290,93687,40.8,5647.01,12845,470.3
17,Hubei,2009,1725102,683.1,11784171.762,12961.1,365766,725,909,1634,230,671,901,11357.0,20909225,3172911,253309,3622,5127.12,203.0273,6.8894,43.4898,19.031,3.9233,28.2134,19.0469,3.8496035,1426.1371,1429.9867035,23081.34,32.76,527431,91324,36.2,7866.8901,13708,487.0826
17,Hubei,2010,2593211,676.95,17554741.8645,15967.61,405015,769,1012,1781,246,1046,1292,17362.0,25014027,3665671,300878,3375,6053.37,319.0209,8.4037,50.492,21.3773,5.4988,43.2174,56.2463,3.700244,1779.2081,1782.908344,28163.01,30.61,516000,94593,29.1,10262.6995,15138,510.3
17,Hubei,2011,3358694,645.88,21693132.8072,19632.26,465503,1092,1223,2315,419,1219,1638,19035.0,32147400,4881600,441900,3387,7247.02,332.4394,10.13,77.83,24.12,7.2,53.4485,50.63,3.86727,2245.1446,2249.01187,34731.54,29.35,594980,104434,30.7356,12557.3404,16579,586.0529
17,Hubei,2012,3196375,631.25,20177117.1875,22250.45,566591,1407,1509,2916,540,1168,1708,24475.0,37597915,7323664,543942,3398,8208.58,411.6814,12.43,92.5,30.65,9.62,62.6622,69.29,4.0146,2790.6532,2794.6678,39148.93,28.35,548591,91609,28.1577,15578.2899,17675,598.0034
17,Hubei,2013,3638008,619.32,22530911.1456,24791.83,688847,1702,1648,3350,613,1910,2523,28760.0,43716467,6906265,772088,3404,9398.77,424.6987,16.23,109.04,36.25,11.98,79.7546,80.39,4.0554,3181.5269,3185.5823,43834.55,28.71,524005,84993,29.4788,19307.3318,15703,696.5121
17,Hubei,2014,4303962,614.28,26438377.7736,27379.2176,792792,2333,1963,4296,722,1908,2630,28290.0,49341457,7733514,1344591,3408,11349.93,475.6728,18.83,124.87,44.92,15.56,96.9956,107.32,4.2401,3633.1362,3637.3763,48634.63,28.82,506192,81657,43.8294,22915.2998,16320,706.8
17,Hubei,2015,4555258,622.84,28371968.9272,29550.1881,894801,2914,2868,5782,889,2423,3312,38781.0,61328400,9130500,1573600,3398,12736.79,568.1361,17.69,138.62,50.33,17.97,105.8779,116.42,5.1642,4033.5463,4038.7105,52021.26,28.59,470683,80817,37.813,26563.8945,15477,712.333
17,Hubei,2016,3938877,664.23,26163202.6971,32665.38,1012889,4729,3878,8607,1085,3159,4244,41822.0,64229800,10473700,1901100,3385,14351.67,563.6758,15.56,143.48,52.53,21.31,100.0569,115.6,5.9723,4232.4919,4238.4642,56843.63,29.07,185500,49090,27.5814,30011.6547,15897,719.3163
17,Hubei,2017,4633719,675.18,31285943.9442,35478.09,1099392,6362,5459,11821,1363,3466,4829,46369.0,68012572,11013506,2342714,3379,16507.38,625.5208,14.15,162.73,67.66,24.5,122.4742,106.37,7.6231,4722.0966,4729.7197,63169.06,29.35,116100,44158,18.8023,32282.3624,16180,695.0178
17,Hubei,2018,5278155,661.74,34927662.897,39366.55,1194095,7259,5949,13208,1473,5535,7008,64106.0,72582663,10656373,2684882,3377,18730.09,646.4606,16.01,181.87,63.1,28.48,131.2009,105.47,4.3903,5147.6359,5152.0262,71097.12,29.45,91300,45849,15.85,35833.4186,16682,653.3495
17,Hubei,2019,5716060,689.85,39432239.91,45828.31,1290746,7350,9138,16488,1791,5595,7386,73940.0,79702070,11471017,3192848,3375,22920.6,665.0472,20.11,179.97,60.1,29.24,132.2774,98.71,7.7148,5239.5339,5247.2487,76712.19,29.21,66500,46365.6667,20.7446,36836.4534,17316,653.8
17,Hubei,2020,6224568,689.76,42934580.2368,43443.46,1035189.4,4775,1552,6327,2451,9614,12065,110102.0,84428800,11920200,2878500,3261,22287.65,683.6338,15.46,146.28,40.37,29.55,133.3539,29.51,5.84,5331.4319,5337.2719,73687.46,30.98,41700,42591.353,25.6391,37699.9711,16251.46,654.25
17,Hubei,2021,8314352,645.15,53640041.928,50012.94,761733.7,3611,2701,6312,2001,9165,11166,155169.0,79372800,12051300,3144300,3286,26398.3679,745.6907,21.73,190.0874,59.14,40.09,124.3686,55.53,6.59,5313.2122,5319.8022,86551,32.83,56105,41283.4821,23.9271,36003.9512,18191.596,655.8
18,Hunan,2004,544351.5,827.68,4505488.4952,5641.94,141806,262,201,463,40,148,188,3281.0,7195435,1043285,24080,3747.1,2242,99.4902,1.0566,19.6356,2.5119,0.701,0,6.4694,3.6171,500.7707,504.3878,9003.75,25.53,712000,123126,117.8,2072.5601,7134,393.6
18,Hunan,2005,600018.9,819.17,4915174.82313,6596.1,207235,165,212,377,59,184,243,3659.0,8734181,1230010,26129,3801.5,2640.48,118.0294,1.2247,25.0221,2.9098,0.8079,12.2469,8.3729,3.78315,615.2278,619.01095,10199.95,25.16,755000,122440,122.2,2629.07,9709,406.3
18,Hunan,2006,735225.6,797.18,5861071.43808,7688.67,259335,240,300,540,49,224,273,5608.0,10645177,1422621,30522,3842.2,3084.96,133.2055,2.0639,29.7009,3.4439,0.8867,15.4276,9.7905,5.1514,737.6094,742.7608,11732.79,27.01,766000,100024,115,3175.52,10581,415.5284
18,Hunan,2007,968585.3,760.4,7365122.6212,9439.6,327051,309,345,654,63,301,364,5687.0,13570310,2285201,204932,3883.4,3657.04,156.0997,2.8286,35.3798,4.1246,1.3605,21.7435,9.8497,3.91678,930.1962,934.11298,14626.21,27.03,739000,100113,103.2,4154.7603,11629,435.4
18,Hunan,2008,1254719,694.51,8714148.9269,11555,400515,424,437,861,127,418,545,6133.0,17652249,3112601,265893,3910.1,4216.16,184.7066,3.3669,40.1648,7.4004,2.8498,25.9138,18.0217,4.91941,1077.2104,1082.12981,17757.93,27.67,674803,92340,86.2,5534.0401,12355,454.7
18,Hunan,2009,1014947,683.1,6933102.957,13059.69,459787,549,671,1220,213,453,666,8309.0,22104442,3575781,296164,3935.2,5402.81,245.9497,3.8522,47.6136,11.8111,3.8448,32.5305,30.2559,5.56262375,1232.518,1238.08062375,19979.35,28.94,649426,96396,85.1,7703.3798,13331,481.0173
18,Hunan,2010,1465639,676.95,9921643.2105,16037.96,518441,641,919,1560,257,853,1110,13873.0,27024752,4030980,350354,3982.7,6369.27,303.3753,6.144,62.0123,17.1392,5.1815,46.0278,53.2073,5.307465,1514.6733,1519.980765,24004.62,29.79,627000,95605,62.9,9663.5799,14880,505.7
18,Hunan,2011,1894376,645.88,12235395.7088,19669.56,615031,1027,1182,2209,305,1091,1396,16064.0,35207600,5408300,419600,4005,7539.54,384.6054,6.79,78.73,19.7,6.75,54.168,48.06,6.01532,1913.1877,1919.20302,28765.81,29.81,636181,97197,35.5203,11880.9199,16161,551.4335
18,Hunan,2012,2194873,631.25,13855135.8125,22154.2275,728034,1137,1523,2660,442,1222,1664,23212.0,41190015,8075766,481929,4019.3,8643.6,435.6345,8.45,92.36,26.39,9.21,63.7052,64.72,6.0083,2392.0107,2398.019,32202.92,28.45,593342,97133,29.8832,14523.2404,16744,567.4859
18,Hunan,2013,2517531,619.32,15591572.9892,24621.67,870482,1434,1522,2956,592,1775,2367,24392.0,46908853,8094540,554600,4036.4,9885.09,491.5383,9.7,100.12,31.99,11.3,80.7891,78.19,5.7008,2713.989,2719.6898,35701.65,28.25,588696,92311,31.677,17841.396,14919,600.9912
18,Hunan,2014,3083160,614.28,18939235.248,27037.3212,1026585,2010,1887,3897,585,1800,2385,26637.0,50173828,8332739,593803,4044.1,11406.51,558.3264,10.47,115.15,35.17,13.73,92.3095,75.72,5.5605,2955.0775,2960.638,39181.41,28.59,559504,82271,45.2295,21242.9193,15317,597.9
18,Hunan,2015,2930180,622.84,18250333.112,28902.2139,1156441,2409,2377,4786,852,2236,3088,34075.0,57287200,9285400,662600,3980.3,12759.77,664.2956,10.23,119.15,53.59,16.68,96.3655,59.83,5.2132,3168.0877,3173.3009,43155.3,29.01,515935,76888,41.2424,25045.0783,14514,579.1451
18,Hunan,2016,2624347,664.23,17431700.0781,31551.37,1285209,4241,2895,7136,1095,2378,3473,34050.0,63391600,10323700,714400,3920.4,14631.83,632.8313,8.86,119.18,58.89,18.98,93.9921,63.36,4.9299,3255.2614,3260.1913,46606.42,27.77,216435,48692.86,20.9444,28353.3245,14845,568.4068
18,Hunan,2017,3603330,675.18,24328963.494,33902.96,1447489,5680,3662,9342,1314,2542,3856,37916.0,68693867,11153276,914239,3817.2,16759.07,663.5837,9.59,157.3,73.62,22.01,117.696,60.96,5.2102,3754.2032,3759.4134,51030.49,26.63,174714,34772.63,15.7506,31959.2263,15200,565.745
18,Hunan,2018,4647420,661.74,30753837.108,36425.78,1619134,5691,3887,9578,1368,3604,4972,48957.0,74796148,11867228,1299412,3738.6,18888.65,686.2704,11.31,145.73,70.23,24.89,129.6944,49.63,3.1324,4176.0442,4179.1766,54762.86,26.59,118263,32704.58,14.149,35155.1507,15544,546.2735
18,Hunan,2019,6284984,689.85,43356962.124,39752.12,1810127,5998,5360,11358,1524,3745,5269,54685.0,80344155,12700248,1719206,3666.5,21158.19,658.4246,10.65,145.86,75.25,27.39,130.2399,66.32,4.5453,4213.5168,4218.0621,60104.17,26.82,85709,38723.3567,16.948,34861.0266,16001,596.7
18,Hunan,2020,7068446,689.76,48755313.1296,41781.49,2099782,4042,1508,5550,2073,6094,8167,78723.0,84031300,13252500,2206600,3280,21603.36,630.5788,11.43,139.23,68.99,30.67,130.7854,72.26,4.17,4250.9894,4255.1594,62537,28.06,64288,36576.73,19.747,34401.8936,16028.362,647.12
18,Hunan,2021,9271485.8,645.15,59814990.6387,46063.1,2285476.4,2596,1378,3974,1755,4961,6716,98936.0,83255000,13736300,2173000,3258,23614.0819,758.9752,15.44,158.4928,77.95,33.23,122.1892,64.75,4.03,4599.2045,4603.2345,68913,30.71,65887,35821.38,17.9482,34855.2668,16090.872,658.2
19,Guangdong,2004,35713062,827.68,295589871.5616,18864.62,1001158,500,862,1362,162,566,728,31446.0,18529500,2879522,157747,4681.9,5903.75,115.8428,1.9573,55.2389,7.0368,7.1767,0,9.2377,7.4002,2607.7243,2615.1245,20647.35,49.32,1128000,164728,64.6,5870.02,15210,830.7
19,Guangdong,2005,42796497,819.17,350576064.4749,22557.37,1236391,917,1171,2088,153,770,923,36894.0,22890691,3292088,160063,5023,9598.34,129.545,2.427,64.3373,8.6288,7.1681,57.2043,12.1258,9.5907,3084.3138,3093.9045,23997.16,50.22,1274000,231568,59.2,6977.9293,17921,904.3
19,Guangdong,2006,52719910,797.18,420272578.538,26587.76,1451065,1278,1400,2678,209,1084,1293,43516.0,25533399,3926235,171660,5177,11195.53,155.4917,4.1807,77.5903,11.2419,9.4759,68.0062,6.8404,10.80607,3671.6701,3682.47617,27861.28,50.58,1247000,234713,55,7973.3699,19971,954.4388
19,Guangdong,2007,63418595,760.4,482234996.38,31777.01,1712603,1564,1831,3395,308,1594,1902,56451.0,31595703,5758977,1192631,5341.5,13449.73,199.0864,5.9392,94.2307,18.3858,11.4966,82.5013,11.581,9.61256,4554.2521,4563.86466,33235.57,52.41,1176000,246331,50.2,9294.2595,22217,1001.5
19,Guangdong,2008,68496880,694.51,475717681.288,36796.71,1916703,2058,2375,4433,468,2063,2531,62031.0,37785681,7033269,1325155,5471.7,15323.59,235.7927,6.8592,106.2345,82.7352,21.3687,81.4456,11.4415,8.80988,5379.3836,5388.19348,37543.25,52.65,1096928,213314,48.3,10868.6686,23476,1007.9
19,Guangdong,2009,61109405,683.1,417438345.555,39482.56,1953460,2994,3275,6269,753,2465,3218,83621.0,43343727,8032046,1685017,5688.6,18052.59,429.5746,7.8438,113.9121,93.3688,24.9013,85.3837,31.1359,8.902869,5726.4643,5735.367169,39418.04,53.65,1012579,188844,35.3,12933.12,24654,1055.0322
19,Guangdong,2010,78489612,676.95,531335428.434,46013.06,2026098,3851,4128,7979,869,3789,4658,119343.0,54215432,9214848,2144417,6051,20711.55,600.6836,9.3538,135.9685,87.7763,27.3769,130.719,56.0337,8.840106,7061.3687,7070.208806,44668.92,51.89,989000,187031,35.7,15623.7005,26908,1118.5
19,Guangdong,2011,91346733,645.88,589990279.1004,53210.28,2179836,4034,4874,8908,1399,4995,6394,128413.0,67124000,12278700,2039200,6087,24097.7,680.1964,11.12,295.45,104.11,30.63,149.0787,50.84,9.22639,8386.5078,8395.73419,50075.78,54.88,825952,178626,26.3918,17069.1987,28480,1238.2227
19,Guangdong,2012,98402046,631.25,621162915.375,57067.9177,2354911,5459,5940,11399,2027,4773,6800,153598.0,73878565,15012157,2467101,6171,26519.69,727.2987,12.05,338.31,110.07,41.35,147.9937,69.67,8.7351,9438.7424,9447.4775,52307.85,49.38,771467,186126,26.7498,18751.4703,29144,1303.9847
19,Guangdong,2013,109000000,619.32,675058800,62474.79,2495210,7106,6553,13659,2233,7204,9437,170430.0,84109995,17445886,3449378,6273,29688.97,722.7274,13.96,383.48,129.3,57.16,170.4787,80.43,9.2938,10133.453,10142.7468,56029.21,53,731995,170463,29.6664,22308.3851,28480,1966.9811
19,Guangdong,2014,108000000,614.28,663422400,67809.85,2687144,7711,8102,15813,2130,7621,9751,179953.0,91526351,18089718,2743315,6428,33223.28,771.2889,15.45,413.75,151,61.44,198.6985,86.35,8.5635,11146.188,11154.7515,59908.63,52.44,699102,177554,39.5328,26293.9295,29593,1973.3
19,Guangdong,2015,102000000,622.84,635296800,72812.55,2687546,10538,11696,22234,2828,10212,13040,241176.0,128278000,20406500,5695500,6566,36853.47,885.7225,16.55,457.05,143.69,69.97,242.4746,95.38,7.1211,11780.634,11787.7551,64516.26,52.71,648998,161455,29.9572,30343.0355,30117,1948.0394
19,Guangdong,2016,95529801,664.23,634537597.1823,80854.91,2334921,17757,17077,34834,4116,12192,16308,259032.0,134460900,23184700,7429700,6703,42050.88,884.0007,16.7,491.74,133.6,73.59,231.0971,76.67,7.8255,12535.998,12543.8235,69671.15,53.62,247505,132000,23.4,33303.6415,31211,1957.5687
